,y,emails
655,ham,tell drug dealer get impatient
656,ham,sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u send care msg gud evng
657,ham,place man
658,ham,doesnt make sense take unless free need know
659,spam,premium phone service call
660,ham,sea lay rock rock envelope envelope paper paper word
661,ham,mum repent
662,ham,sorry go home first daddy come fetch later
663,ham,leave de start prepare next
664,ham,yes baby study position kama sutra
665,ham,en chikku nange bakra msg kalstiya
666,ham,carlos minute still need buy
667,ham,pay lt decimal gt lakh
668,ham,good even ttyl
669,ham,u receive msg
670,ham,ho ho big belly laugh see ya tomo
671,spam,sm ac post hello seem cool
672,spam,get ur ringtone free reply msg tone top tone phone every week per wk opt send stop
673,ham,ditto wo worry say anything anymore like say last night whatever want peace
674,ham,get lt gt way could pick
675,ham,dont knw pa drink milk
676,ham,maybe say hi find get card great escape wetherspoons
677,ham,piggy r u awake bet u still sleep go lunch
678,ham,cause freaky lol
679,ham,miss call cause yell scrappy miss u ca wait u come home lonely today
680,ham,place talk explain
681,ham,ìï log wat
682,ham,xy go e lunch
683,spam,hi sue year old work lapdancer love sex text live bedroom text sue textoperator
684,ham,want ask wait finish lect co lect finish hour anyway
685,ham,finish work yet
686,ham,every king cry baby every great build map imprtant u r today u wil reach tomorw gud
687,ham,dear case u r come cochin pls call bfore u shall also reach tell day u r engage an holiday
688,ham,thank love torch bold
689,spam,forward please call immediately urgent message wait
690,ham,farm open
691,ham,sorry trouble u buy dad big small sit n sun thanx
692,ham,sister law hope great month say hey abiola
693,ham,purchase stuff today mail po box number
694,ham,ah poop look like ill prob send laptop get fix cuz gpu problem
695,ham,good good job like entrepreneur
696,ham,aight close still around alex place
697,ham,meet corporation st outside gap see mind work
698,ham,mum ask buy food home
699,ham,k u also dont msg reply msg
700,ham,much r will pay
701,ham,sorry call later
702,ham,important prevent dehydration give enough fluid
703,ham,thats bite weird even suppose happen good idea sure pub
704,ham,true dear sit pray even felt sm time
705,ham,think get away trek long family town sorry
706,ham,wan na gym harri
707,ham,quite late lar ard anyway wun b drivin
708,spam,review keep fantastic nokia game deck club nokia go unsubscribe alert reply word
709,spam,half price orange line rental latest camera phone free phone call mobilesdirect free update c
710,ham,height confidence aeronautics professor wer calld amp wer askd sit aeroplane aftr sit wer tell dat plane w make student dey hurry plane bt didnt move say make student
711,ham,seem like weird time night g want come smoke day shitstorm attribute always come make everyone smoke
712,spam,cost
713,ham,save stress person dorm account send account detail money send
714,ham,also know lunch menu da know
715,ham,stuff sell tell
716,spam,urgent attempt contact u u call callcost mobilesvary
717,ham,book lesson msg call work sth go get spec membership
718,spam,guarantee cash prize claim yr prize call customer service representative
719,ham,macha dont feel assume one even wonderful plan life begin anytime
720,ham,oh send address
721,ham,anytime best
722,ham,wondar full flim
723,ham,ya even cooky jelly
724,ham,world run feel admit correction let call keep run world may u r also run
725,ham,get look scrumptious daddy want eat night long
726,ham,co lar ba dao ok pm lor u never ask go ah say u would ask fri say u ask today
727,ham,alright omw get ta change order
728,ham,exactly anyways far jide study visit
729,ham,dunno u ask
730,spam,email alertfrom jeri stewartsize prescripiton drvgsto listen email call
731,ham,spring come early yay
732,ham,lol wo feel bad use money take steak dinner
733,ham,even u dont get trouble convince tel twice tel neglect msg dont c read dont reply
734,ham,leave qatar tonite search go add ur prayer
735,ham,one talk
736,ham,thank look really appreciate
737,spam,hi customer loyalty offer new mobile txtauction txt word start get ctxt tc
738,ham,wish
739,ham,haha mayb u rite u know well da feel like someone gd lor u faster go find one gal group attach liao
740,ham,yes glad make
741,ham,well little time thing good time ahead
742,ham,get room soon put clock back til shout everyone get realise wahay another hour bed
743,ham,ok may free gym
744,ham,men like shorter lady gaze eye
745,ham,dunno jus say go lido time
746,ham,promise take good care princess run please send pic get chance ttyl
747,spam,u subscribe best mobile content service uk per day send stop helpline
748,ham,reason speak year anyways great week best exam
749,ham,monday next week give full gist
750,spam,realize year thousand old lady run around tattoo
751,spam,important customer service announcement premier
752,ham,dont gim lip caveboy
753,ham,get library
754,ham,realy recognise number confuse r u please
755,ham,didnt holla
756,ham,cant think anyone spare room top head
757,ham,faith make thing possible hope make thing work love make thing beautiful may three christmas merry christmas
758,ham,u make appointment
759,ham,call phone vibrate act might hear text
760,spam,romantic paris night flight book next year call c apply
761,ham,grandma oh dear u still ill felt shit morning think hungover another night leave sit
762,spam,urgent ur guarantee award still unclaimed call claimcode
763,ham,nothing jus tot u would ask co u ba gua go mt faber yest yest jus go already mah today go jus call lor
764,ham,wish family merry ma happy new year advance
765,spam,ur award city break could win summer shop spree every wk txt store skilgme
766,ham,nt goin get somethin unless meetin dinner lor haha wonder go ti time
767,ham,sorry call later
768,ham,cant pick phone right pls send message
769,ham,lol know dramatic school already close tomorrow apparently ca drive inch snow suppose get
770,ham,get anywhere damn job hunt
771,ham,lol u drunkard hair moment yeah still tonight wats plan
772,ham,idc get weaseling way shit twice row
773,ham,wil lt gt minute get space
774,ham,sleep surf
775,ham,thank pick trash
776,ham,go tell friend sure want live smoke much spend hour beg come smoke
777,ham,kate lovely see tonight ill phone tomorrow get sing guy give card
778,ham,happy new year dear brother really miss get number decide send text wish happiness abiola
779,ham,mean get door
780,ham,opinion jada kusruthi lovable silent spl character mature stylish simple pls reply
781,ham,hmmm think say hour slave late punish
782,ham,beerage
783,spam,important customer service announcement premier call freephone
784,ham,dont think turn like randomlly within open
785,ham,suppose could make still town though
786,ham,time fix spell sometimes get completely diff word go figure
787,spam,ever think live good life perfect partner txt back name age join mobile community
788,spam,free top polyphonic tone call national rate get toppoly tune send every week text subpoly per pole unsub
789,ham,gud mrng dear hav nice day
790,ham,hop enjoy game yesterday sorry touch pls know fondly bein thot great week abiola
791,ham,e best ur drive tmr
792,ham,u dogbreath sound like jan c thatåõs al
793,ham,omg want scream weigh lose weight woohoo
794,ham,generally one uncountable noun u dictionary piece research
795,ham,really get hang around
796,spam,orange customer may claim free camera phone upgrade loyalty call offer end c apply availa
797,ham,boy whereare friendsare thekingshead come canlove
798,ham,ok msg u leave house
799,ham,gim lt gt minute ago
800,spam,last chance claim ur worth discount voucher today text shop savamob offer mobile c savamob sub
801,ham,appt lt time gt fault u listen tell u twice
802,spam,free week nokia tone ur mobile every week txt nokia get txting tell ur mat pobox
803,spam,guarantee award even cashto claim ur award call free stop getstop php
804,ham,k
805,ham,dled imp
806,ham,sure make sure know ai smokin yet
807,ham,boooo always work quit
808,ham,take half day leave bec well
809,ham,ugh wan na get bed warm
810,ham,lt gt
811,ham,ring come guy costume gift future yowifes hint hint
812,spam,congratulation ur award either cd gift voucher free entry weekly draw txt music tncs
813,ham,borrow ur bag ok
814,spam,u outbid shinco dvd plyr bid visit sm end bid notification reply end
